18.16667 1.0127 1.02043 1.02624 0.40336 0.36842
18.33333 1.01414 1.026 1.00475 0.41276 0.37649
18.5 0.99577 1.02657 0.96929 0.41082 0.36942
18.66667 1.02802 1.01148 1.04156 0.40836 0.37815
18.83333 1.01288 1.02433 1.02525 0.42172 0.37352
19 1.0036 1.01252 1.01993 0.41776 0.38583
19.16667 1.01495 1.01186 1.01532 0.42582 0.38546
19.33333 1.00009 1.00419 1.0544 0.4309 0.38813
19.5 0.99703 1.01829 1.04993 0.43634 0.39086
19.66667 1.00964 1.01105 1.04383 0.43224 0.39785
19.83333 0.97937 1.01738 1.05092 0.43724 0.39834
20 1.13613 1.00914 1.06199 0.43978 0.40615
20.16667 1.09595 1.00386 1.01865 0.45918 0.41097
20.33333 1.0255 1.01471 1.03426 0.44149 0.4162
20.5 0.99559 1.00967 1.02943 0.46522 0.41113
20.66667 0.99568 1.00238 1.03894 0.47306 0.41546
20.83333 1.02342 1.00338 1.00511 0.46642 0.41465
21 0.99243 1.0011 0.99447 0.46821 0.42077
21.16667 1.0055 1.00043 1.02738 0.45433 0.42257
21.33333 0.97721 0.99533 0.99809 0.47366 0.42537
21.5 0.99315 1.08629 1.00709 0.47291 0.43569
21.66667 0.9845 1.05067 0.99879 0.4853 0.44229
21.83333 0.95631 1.02633 1.05213 0.48604 0.43792
22 0.94937 1.00686 1.04603 0.48075 0.45218
22.16667 1.00198 1.0019 1.03667 0.49866 0.43381
22.33333 1.01901 1.00157 0.99603 0.49985 0.44612
22.5 1.01919 0.98819 1.04816 0.49082 0.46238
22.66667 1.01198 0.99776 1.01582 0.49052 0.45439
22.83333 1.02207 0.99248 1.00404 0.50418 0.45268
23 1.02261 0.99205 0.99475 0.5041 0.46532
23.16667 1.0173 0.96643 1.03255 0.5059 0.47378
23.33333 1.0082 0.96829 0.98426 0.52493 0.47023
23.5 1.01306 0.95433 1.0183 0.51925 0.47854
23.66667 1.00144 0.97762 1.01376 0.50522 0.4772
23.83333 0.9918 0.98767 1.03021 0.5253 0.48543
24 0.99712 0.98457 0.99922 0.53 0.48328
24.16667 NaN NaN NaN NaN 0.45
24.33333 NaN NaN NaN NaN 0.42
24.5 NaN NaN NaN NaN 0.3945
24.66667 NaN NaN NaN NaN 0.43252
24.83333 NaN NaN NaN NaN 0.44725
25 NaN NaN NaN NaN 0.44766
25.16667 NaN NaN NaN NaN 0.45844
25.33333 NaN NaN NaN NaN 0.45613
25.5 NaN NaN NaN NaN 0.45594
25.66667 NaN NaN NaN NaN 0.46225
25.83333 NaN NaN NaN NaN 0.46295
26 NaN NaN NaN NaN 0.46889
26.16667 NaN NaN NaN NaN 0.46807
26.33 NaN NaN NaN NaN 0.47
26.5 NaN NaN NaN NaN 0.47
26.66667 NaN NaN NaN NaN 0.47187
26.83333 NaN NaN NaN NaN 0.47201
27 NaN NaN NaN NaN 0.49097
27.16667 NaN NaN NaN NaN 0.47187
27.33333 NaN NaN NaN NaN 0.46515
27.5 NaN NaN NaN NaN 0.50291
27.66667 NaN NaN NaN NaN 0.57164
27.83333 NaN NaN NaN NaN 0.58642
28 NaN NaN NaN NaN 0.61
28.16667 NaN NaN NaN NaN 0.64
28.33333 NaN NaN NaN NaN 0.66
28.5 NaN NaN NaN NaN 0.68
28.66667 NaN NaN NaN NaN 0.70634
28.83333 NaN NaN NaN NaN 0.62582
29 NaN NaN NaN NaN 0.62299
29.16667 NaN NaN NaN NaN 0.63187
29.33333 NaN NaN NaN NaN 0.65142
29.5 NaN NaN NaN NaN 0.62828
29.66667 NaN NaN NaN NaN 0.63515
29.83333 NaN NaN NaN NaN 0.64112
30 NaN NaN NaN NaN 0.63978
30.16667 NaN NaN NaN NaN 0.67104
30.33333 NaN NaN NaN NaN 0.67888
30.5 NaN NaN NaN NaN 0.67657
30.66667 NaN NaN NaN NaN 0.69179
30.83333 NaN NaN NaN NaN 0.71396
31 NaN NaN NaN NaN 0.71261
31.16667 NaN NaN NaN NaN 0.73672
31.33333 NaN NaN NaN NaN 0.74903
31.5 NaN NaN NaN NaN 0.75149
31.66667 NaN NaN NaN NaN 0.7444
31.83333 NaN NaN NaN NaN 0.76403
32 NaN NaN NaN NaN 0.77627
32.16667 NaN NaN NaN NaN 0.79664
32.33333 NaN NaN NaN NaN 0.81925
32.5 NaN NaN NaN NaN 0.81418
32.66667 NaN NaN NaN NaN 0.80425
32.83333 NaN NaN NaN NaN 0.82873
33 NaN NaN NaN NaN 0.81955
33.16667 NaN NaN NaN NaN 0.84881
33.33333 NaN NaN NaN NaN 0.89963
33.5 NaN NaN NaN NaN 0.92209
33.66667 NaN NaN NaN NaN 0.86843
33.83333 NaN NaN NaN NaN 0.88679
34 NaN NaN NaN NaN 0.87493
34.16667 NaN NaN NaN NaN 0.91119
34.33333 NaN NaN NaN NaN 0.9491
34.5 NaN NaN NaN NaN 0.98134
34.66667 NaN NaN NaN NaN 0.93948
34.83333 NaN NaN NaN NaN 0.9494
35 NaN NaN NaN NaN 0.96761
35.16667 NaN NaN NaN NaN 0.94328
35.33333 NaN NaN NaN NaN 0.95799
35.5 NaN NaN NaN NaN 0.98007
35.66667 NaN NaN NaN NaN 0.95194
35.83333 NaN NaN NaN NaN 0.93634
36 NaN NaN NaN NaN 0.9447
36.16667 NaN NaN NaN NaN 0.95522
36.33333 NaN NaN NaN NaN 0.95381
36.5 NaN NaN NaN NaN 0.96187
36.66667 NaN NaN NaN NaN 0.98097
36.83333 NaN NaN NaN NaN 0.98127
37 NaN NaN NaN NaN 0.97836
37.16667 NaN NaN NaN NaN 0.98082
37.33333 NaN NaN NaN NaN 0.98918
37.5 NaN NaN NaN NaN 0.96627
37.66667 NaN NaN NaN NaN 0.99343
37.83333 NaN NaN NaN NaN 0.98978
38 NaN NaN NaN NaN 1.00709
38.16667 NaN NaN NaN NaN 0.9797
38.33333 NaN NaN NaN NaN 0.98716
38.5 NaN NaN NaN NaN 0.97075
38.66667 NaN NaN NaN NaN 0.95791
38.83333 NaN NaN NaN NaN 0.98888
39 NaN NaN NaN NaN 0.9644
39.16667 NaN NaN NaN NaN 0.98164
39.33334 NaN NaN NaN NaN 0.97694
39.50001 NaN NaN NaN NaN 0.98239
39.66668 NaN NaN NaN NaN 0.99313
39.83335 NaN NaN NaN NaN 0.97933
40.00002 NaN NaN NaN NaN 0.99701
40.16669 NaN NaN NaN NaN 0.95343
40.33336 NaN NaN NaN NaN 0.90396
40.50003 NaN NaN NaN NaN 0.90791
40.6667 NaN NaN NaN NaN 0.89552
40.83337 NaN NaN NaN NaN 0.89567
41.00004 NaN NaN NaN NaN 0.91358
41.16671 NaN NaN NaN NaN 0.89037
41.33338 NaN NaN NaN NaN 0.91037
41.50005 NaN NaN NaN NaN 0.89276
41.66672 NaN NaN NaN NaN 0.89336
41.83339 NaN NaN NaN NaN 0.88291
42.00006 NaN NaN NaN NaN 0.86784
42.16673 NaN NaN NaN NaN 0.885
42.3334 NaN NaN NaN NaN 0.89239
42.50007 NaN NaN NaN NaN 1.02082
42.66674 NaN NaN NaN NaN 0.97433
42.83341 NaN NaN NaN NaN 0.9344
43.00008 NaN NaN NaN NaN 0.90507
43.16675 NaN NaN NaN NaN 0.90463
43.33342 NaN NaN NaN NaN 0.90978
43.50009 NaN NaN NaN NaN 0.89097
43.66676 NaN NaN NaN NaN 0.88597
43.83343 NaN NaN NaN NaN 0.91425
44.0001 NaN NaN NaN NaN 0.88694
44.16677 NaN NaN NaN NaN 0.88709
44.33344 NaN NaN NaN NaN 0.87731
44.50011 NaN NaN NaN NaN 0.87313
44.66678 NaN NaN NaN NaN 0.91067
44.83345 NaN NaN NaN NaN 0.91642
45.00012 NaN NaN NaN NaN 0.90933
45.16679 NaN NaN NaN NaN 0.91493
45.33346 NaN NaN NaN NaN 0.93649
45.50013 NaN NaN NaN NaN 0.91515
45.6668 NaN NaN NaN NaN 0.91052
45.83347 NaN NaN NaN NaN 0.90799
46.00014 NaN NaN NaN NaN 0.92537
46.16681 NaN NaN NaN NaN 0.88925
46.33348 NaN NaN NaN NaN 0.90015
46.50015 NaN NaN NaN NaN 0.90821
46.66682 NaN NaN NaN NaN 0.89366
46.83349 NaN NaN NaN NaN 0.9156
47.00016 NaN NaN NaN NaN 0.9103
47.16683 NaN NaN NaN NaN 0.90134
47.3335 NaN NaN NaN NaN 0.90142
47.50017 NaN NaN NaN NaN 0.90597
47.66684 NaN NaN NaN NaN 0.91888
47.83351 NaN NaN NaN NaN 0.93358
48.00018 NaN NaN NaN NaN 0.89873
48.16685 NaN NaN NaN NaN 0.91493
